,horizon,mse,rmse,mae,mape,coverage
5775,161 days 00:00:00.000000000,117.9591827510241,10.860901562532648,8.246567668397146,0.29723865516619763,0.2027231467473525
1054,161 days 00:00:00.000000000,117.8260461326071,10.854770662368095,8.23767490507953,0.2980727096482986,0.2027231467473525
1997,161 days 00:00:00.000000000,117.59102092413174,10.84393936372441,8.226880190891416,0.29822091559950614,0.2027231467473525
112,162 days 00:00:00.000000000,117.45653845556777,10.837736777370438,8.2130850419789,0.29839978676477624,0.2042360060514372
1055,162 days 00:00:00.000000000,117.4892933933484,10.839247824150364,8.219957505312154,0.29927851818965695,0.2027231467473525
2943,162 days 00:00:00.000000000,117.26822879947045,10.829045608892338,8.206468220023096,0.2993249654076938,0.2027231467473525
1998,162 days 00:00:00.000000000,117.19899037231244,10.825848251860565,8.202393084934455,0.2987224764887234,0.2027231467473525
4831,163 days 00:00:00.000000000,117.16088148156298,10.824088020778609,8.201028645041301,0.2987989803944501,0.2027231467473525
1999,163 days 00:00:00.000000000,116.92544326538204,10.813206890898835,8.190373932461032,0.2989537321237195,0.2027231467473525
3889,163 days 00:00:00.000000000,117.13598888856464,10.822938089472961,8.208045484654292,0.29919650187708663,0.20121028744326777
1056,163 days 00:00:00.000000000,117.10622023634761,10.821562744647725,8.20561255753625,0.30013112778057843,0.20121028744326777
2944,163 days 00:00:00.000000000,117.0934236122896,10.820971472667766,8.203960955181616,0.30030415033721664,0.19969742813918306
2000,164 days 00:00:00.000000000,117.19480031130175,10.825654728989917,8.213379470091848,0.3006837552086833,0.19969742813918306
5776,164 days 00:00:00.000000000,119.00038454875154,10.908729740384604,8.260891873572989,0.300230900770036,0.19969742813918306
2945,164 days 00:00:00.000000000,118.72437978668984,10.896071759431921,8.244796847398613,0.3002166322043016,0.19969742813918306
4832,164 days 00:00:00.000000000,119.03464673991577,10.910300029784505,8.26628848587666,0.3004540699293459,0.19818456883509833
3890,164 days 00:00:00.000000000,119.28528727316304,10.921780407660787,8.285565558393179,0.30070850458033654,0.19667170953101362
2946,165 days 00:00:00.000000000,119.2876936059144,10.921890569215313,8.286024978095197,0.3006213462621309,0.19667170953101362
5777,165 days 00:00:00.000000000,121.06174510019278,11.002806237510173,8.333231362910382,0.30017827903956057,0.19667170953101362
4833,165 days 00:00:00.000000000,121.2378129971233,11.010804375572354,8.34044605761427,0.29936598231424955,0.19667170953101362
3891,165 days 00:00:00.000000000,121.41263276481492,11.018740071569658,8.349720455397492,0.2996490334383984,0.19667170953101362
113,165 days 00:00:00.000000000,121.39720612217893,11.018040030884755,8.345370885137216,0.29913806607664106,0.19818456883509833
5778,166 days 00:00:00.000000000,123.05263242014144,11.092909105376346,8.382863034391832,0.29838856885327464,0.19818456883509833
4834,166 days 00:00:00.000000000,123.4746837599157,11.111916295577272,8.405026599688547,0.2985711164151055,0.19818456883509833
3892,166 days 00:00:00.000000000,123.69302972030701,11.121736812220787,8.422921173699583,0.2987526389127263,0.19667170953101362
1057,166 days 00:00:00.000000000,123.40405064351214,11.108737580999568,8.408538436754673,0.2995269454924437,0.19667170953101362
114,166 days 00:00:00.000000000,123.17704661293917,11.098515513929742,8.390570994934057,0.2995045754994369,0.19818456883509833
1058,167 days 00:00:00.000000000,123.20451673163159,11.099753003181268,8.393948899559202,0.29971664317405733,0.19818456883509833
4835,167 days 00:00:00.000000000,123.76099635521098,11.124791969075691,8.419847282452784,0.2999870800973854,0.19818456883509833
5779,167 days 00:00:00.000000000,125.36154863718795,11.196497159254227,8.456717235898358,0.2992679016157284,0.19818456883509833
115,167 days 00:00:00.000000000,125.10314215591075,11.184951593811693,8.43750500103745,0.29939904682888047,0.19969742813918306
2947,168 days 00:00:00.000000000,125.10258058034991,11.184926489715965,8.437379596393683,0.2992851763526067,0.19969742813918306
5780,168 days 00:00:00.000000000,126.68632800365182,11.255502121347222,8.474020348168496,0.2985701055117041,0.19969742813918306
2001,168 days 00:00:00.000000000,126.4590056558829,11.245399310646238,8.464332368667899,0.2987616369935759,0.19969742813918306
116,168 days 00:00:00.000000000,126.38382286567533,11.242055989260832,8.454155130385262,0.29898692649947367,0.20121028744326777
1059,168 days 00:00:00.000000000,126.15761056145752,11.231990498636362,8.441740132029983,0.2995893777534103,0.20121028744326777
2948,169 days 00:00:00.000000000,126.01981659439497,11.225854826889352,8.430232577743844,0.2985666020866699,0.20121028744326777
117,169 days 00:00:00.000000000,125.83164312188002,11.217470442211114,8.413854916044095,0.29869535975319716,0.2027231467473525
3893,169 days 00:00:00.000000000,126.06184613660355,11.227726668235363,8.43224372652955,0.2988871527418421,0.20121028744326777
1060,169 days 00:00:00.000000000,125.89777506938871,11.220417776062918,8.4226188193436,0.2997539049526224,0.20121028744326777
2002,169 days 00:00:00.000000000,125.77666768836635,11.215019736423399,8.41713806762397,0.30002064550334423,0.20121028744326777
1061,170 days 00:00:00.000000000,125.81208465890731,11.216598622528458,8.421227057470608,0.30025615483901436,0.20121028744326777
4836,170 days 00:00:00.000000000,126.29747726396202,11.238215039051443,8.441383857793108,0.300652892828782,0.19969742813918306
2003,170 days 00:00:00.000000000,126.39118663263393,11.242383494287763,8.452991903221047,0.3010650157270583,0.19818456883509833
2949,170 days 00:00:00.000000000,126.19699664803166,11.233743661310402,8.43804653516351,0.30100129340697035,0.19969742813918306
3894,170 days 00:00:00.000000000,126.38859367650478,11.242268173127021,8.45475934851896,0.3011430267346812,0.19818456883509833
3895,171 days 00:00:00.000000000,126.309169870127,11.238735243350428,8.451293207643868,0.30128897199653165,0.19818456883509833
4837,171 days 00:00:00.000000000,126.73978623622025,11.257876630884718,8.472833187013025,0.3009273651137388,0.19818456883509833
5781,171 days 00:00:00.000000000,128.3976099563383,11.331266917531256,8.519454621423712,0.30104557067036347,0.19818456883509833
2004,171 days 00:00:00.000000000,128.3607966379866,11.32964238791263,8.51718478306611,0.3014663874954683,0.19818456883509833
2950,171 days 00:00:00.000000000,128.08121118527254,11.317296991122594,8.499092380797226,0.3013873665127151,0.19969742813918306
4838,172 days 00:00:00.000000000,128.59846336668954,11.340126250033089,8.523275389263514,0.3015856851209894,0.19969742813918306
3896,172 days 00:00:00.000000000,128.75337706357746,11.34695452813562,8.534991193217202,0.30112689068493764,0.19969742813918306
2951,172 days 00:00:00.000000000,128.75761288343185,11.347141176676699,8.537219372327186,0.301025190660232,0.19969742813918306
5782,172 days 00:00:00.000000000,130.1024337382376,11.406245383045098,8.569244080250208,0.30009323838260527,0.19969742813918306
118,172 days 00:00:00.000000000,130.09080445239303,11.405735594532825,8.565518781615973,0.29963009060749835,0.20121028744326777
5783,173 days 00:00:00.000000000,131.4360890574487,11.464557952989233,8.610367973116327,0.29980990627933296,0.19969742813918306
1062,173 days 00:00:00.000000000,131.32003073870112,11.45949522181065,8.602997734462736,0.29956576393791906,0.19969742813918306
4839,173 days 00:00:00.000000000,131.70746550018367,11.476387301768082,8.62342596897292,0.29967687611795396,0.19969742813918306
119,173 days 00:00:00.000000000,131.49278435228783,11.467030319672475,8.605942903601575,0.299652465500347,0.20121028744326777
3897,173 days 00:00:00.000000000,131.6348442658855,11.473222924090924,8.616902914765934,0.29916673180061093,0.20121028744326777
2005,174 days 00:00:00.000000000,131.59274473356007,11.471388090966153,8.614522229904669,0.29865405293895,0.20121028744326777
120,174 days 00:00:00.000000000,131.32569355899798,11.459742298978542,8.594888264511203,0.2985584453399706,0.2027231467473525
4840,174 days 00:00:00.000000000,131.7007605033121,11.476095176640532,8.612542398156727,0.2988871439381262,0.20121028744326777
1063,174 days 00:00:00.000000000,131.72670725849872,11.477225590642485,8.615314532077178,0.29954552486768043,0.20121028744326777
5784,174 days 00:00:00.000000000,132.5846889195368,11.514542497187493,8.63644280994318,0.2996908303046461,0.20121028744326777
5785,175 days 00:00:00.000000000,133.8164074298975,11.56790419349579,8.670433237820603,0.2999127169196848,0.20121028744326777
2006,175 days 00:00:00.000000000,133.61119591233538,11.559030924447576,8.661274691532109,0.3001012176396866,0.20121028744326777
1064,175 days 00:00:00.000000000,133.52949756223774,11.555496422146378,8.65575281989914,0.3000984905721496,0.20121028744326777
2952,175 days 00:00:00.000000000,133.51562850945362,11.554896300246646,8.652683017243689,0.2998276732184109,0.2027231467473525
121,175 days 00:00:00.000000000,133.20502076109906,11.541447949070301,8.631448131241891,0.29969524955280497,0.2042360060514372
1065,176 days 00:00:00.000000000,132.96350234950194,11.53098011226721,8.619071983664615,0.3005495594498796,0.2042360060514372
122,176 days 00:00:00.000000000,132.86763742440743,11.526822520729961,8.607585829641309,0.3007699068344248,0.20574886535552195
2953,176 days 00:00:00.000000000,132.75522031906107,11.521945162126968,8.596513696261567,0.29990369143223244,0.20726172465960666
3898,176 days 00:00:00.000000000,132.89477629619978,11.527999665865703,8.610654027684827,0.299957251493587,0.20574886535552195
2007,176 days 00:00:00.000000000,132.98896774214424,11.53208427571288,8.622249992083079,0.30034097819761973,0.2042360060514372
1066,177 days 00:00:00.000000000,133.02468748721085,11.533632883320452,8.626615387759486,0.30060526998566356,0.2042360060514372
2954,177 days 00:00:00.000000000,132.98133634124332,11.531753394052584,8.620397674326655,0.30059017284404826,0.2042360060514372
3899,177 days 00:00:00.000000000,132.79066148349648,11.523483044787131,8.612786391473062,0.300698046707865,0.2042360060514372
4841,177 days 00:00:00.000000000,132.81561303648675,11.524565633310731,8.613635442435221,0.30063172246692593,0.2042360060514372
2008,177 days 00:00:00.000000000,132.90392384767023,11.528396412670334,8.621328282191438,0.30119772033407427,0.2027231467473525
2009,178 days 00:00:00.000000000,132.98902353451356,11.532086694718938,8.62934901419971,0.3010321410290881,0.2027231467473525
4842,178 days 00:00:00.000000000,132.88618012184094,11.527626820896005,8.6257037278891,0.3011295932759523,0.2027231467473525
5786,178 days 00:00:00.000000000,134.12779328312962,11.581355416492908,8.668720727448441,0.3012606866609871,0.20121028744326777
3900,178 days 00:00:00.000000000,134.2586805870632,11.587004815182533,8.678425376711685,0.30120612135388164,0.20121028744326777
2955,178 days 00:00:00.000000000,134.14401926828137,11.582055917162608,8.666756920600491,0.30031323778068625,0.2027231467473525
5787,179 days 00:00:00.000000000,135.5478611734615,11.642502358748377,8.70881340667492,0.2998793707980329,0.2027231467473525
3901,179 days 00:00:00.000000000,135.27794662996854,11.630904807020327,8.698396569881135,0.299957856987943,0.2027231467473525
2956,179 days 00:00:00.000000000,135.27900089430622,11.630950128614009,8.69938124055585,0.2997994260124412,0.2027231467473525
4843,179 days 00:00:00.000000000,135.46549099920776,11.638964343927158,8.711743236398734,0.2997088656965278,0.2027231467473525
123,179 days 00:00:00.000000000,135.45356526310448,11.638452013180467,8.708049875147898,0.29928969388758103,0.2042360060514372
3902,180 days 00:00:00.000000000,135.59948283722898,11.644719096535948,8.722559787992578,0.2993712430578239,0.2027231467473525
124,180 days 00:00:00.000000000,135.33421396002623,11.63332342712203,8.70298130780069,0.2992722450673523,0.2042360060514372
1067,180 days 00:00:00.000000000,135.2568832769241,11.629999281037128,8.69759707894831,0.2993121899382821,0.2042360060514372
5788,180 days 00:00:00.000000000,136.74687224828554,11.693881829755487,8.74013204254862,0.29932090261433286,0.2042360060514372
4844,180 days 00:00:00.000000000,136.95874537707033,11.702937467878325,8.754804632304722,0.2995608879655796,0.2027231467473525
2010,181 days 00:00:00.000000000,137.043360556537,11.706552035357678,8.761919693645035,0.2998151961500941,0.2027231467473525
5789,181 days 00:00:00.000000000,138.6988657162044,11.777048259908101,8.807595814010933,0.29937245352176206,0.2027231467473525
4845,181 days 00:00:00.000000000,138.76748040429905,11.779960967859743,8.811199649716741,0.2987409864408639,0.2027231467473525
125,181 days 00:00:00.000000000,138.46932099699274,11.767298797812213,8.790404276277457,0.29861752576222605,0.2042360060514372
1068,181 days 00:00:00.000000000,138.0989195025119,11.751549663874629,8.77382324879398,0.299437376432763,0.2042360060514372
5790,182 days 00:00:00.000000000,139.6827328880522,11.818744979398286,8.816237462647061,0.2997291222952905,0.2027231467473525
126,182 days 00:00:00.000000000,139.36592807253237,11.805334729372666,8.794763463960962,0.29958141934986343,0.2042360060514372
2011,182 days 00:00:00.000000000,139.450617191062,11.80892108497055,8.801877276001864,0.299835416503563,0.2042360060514372
1069,182 days 00:00:00.000000000,139.40156004340466,11.80684377991869,8.798334974514049,0.3000493567213574,0.2042360060514372
2957,182 days 00:00:00.000000000,139.30362047504104,11.802695474976936,8.78699975270527,0.29924939231643777,0.20574886535552195
2958,183 days 00:00:00.000000000,138.82521416364924,11.782411220274449,8.761000915782587,0.29904228014114886,0.20726172465960666
127,183 days 00:00:00.000000000,138.51371846075247,11.769185123055566,8.739745881890158,0.29891782005313416,0.2087745839636914
2012,183 days 00:00:00.000000000,138.6325335107262,11.774231758833618,8.752852774211371,0.2993671204232194,0.20726172465960666
3903,183 days 00:00:00.000000000,138.6872943112572,11.77655698034265,8.756856758574235,0.29952957504105227,0.20574886535552195
1070,183 days 00:00:00.000000000,138.43264733446847,11.765740407406092,8.74440627333698,0.30016164508647897,0.20574886535552195
4846,184 days 00:00:00.000000000,138.12266169960543,11.752559793492031,8.733161737309821,0.3001529292521885,0.20574886535552195
2013,184 days 00:00:00.000000000,138.18887720962405,11.7553765235157,8.737999935925759,0.3006860444044473,0.2042360060514372
3904,184 days 00:00:00.000000000,138.2743358740284,11.759010837397353,8.74576269830824,0.3001336655368864,0.2042360060514372
2959,184 days 00:00:00.000000000,138.27463160406734,11.759023412004389,8.746144607024222,0.2999075916638198,0.2042360060514372
1071,184 days 00:00:00.000000000,138.31856139732403,11.760891182105377,8.750999495120718,0.3001633294358594,0.2042360060514372
3905,185 days 00:00:00.000000000,138.01215234572484,11.747857351267287,8.739321819648213,0.3002283880205237,0.2042360060514372
4847,185 days 00:00:00.000000000,138.12791100825237,11.752783117553577,8.75230403958659,0.3002505567611174,0.2027231467473525
5791,185 days 00:00:00.000000000,139.59928378325625,11.815214081143695,8.794303226237474,0.3002432847631431,0.2027231467473525
2960,185 days 00:00:00.000000000,139.58851035303397,11.81475815888899,8.79103669952488,0.3002233202673545,0.2027231467473525
2014,185 days 00:00:00.000000000,139.68643414139135,11.818901562386893,8.799492829716401,0.30003837241295866,0.2027231467473525
4848,186 days 00:00:00.000000000,139.38066381095177,11.805958826412693,8.788094596943774,0.3000219041062759,0.2027231467473525
3906,186 days 00:00:00.000000000,139.48590172787328,11.810414968487487,8.800503520023549,0.300149376641329,0.20121028744326777
